subject,body,spam
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-157-3407 for assistance.",1
📢 Special Promo: Get 72% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 58% discount. Click the link below to grab your deal before stocks run out!,1
📢 Special Promo: Get 83% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 74% discount. Click the link below to grab your deal before stocks run out!,1
🚨 Your Account Will Be Suspended! Urgent Action Required!,"Dear Customer, We have noticed unauthorized access to your Netflix account. To protect your funds, please verify your identity immediately by clicking the link below. If you do not verify within 25 hours, your account will be permanently disabled.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-851-7717 for assistance.",1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-739-9584 for assistance.",1
💰 Invest 2523 and Get 2260 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 642 will turn into 6497 in just one week! Click here to invest now.,1
🎉 You Have Won 85749! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 446222 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 14 hours.",1
🚀 Make $16739 Per Month With This Secret!,Discover the secret strategy to making $8660 per month online. No skills required! Click here to learn more and start earning today!,1
🛑 WARNING: Your Computer Is Infected! Call Now!,"Dear User, Our system has detected a severe virus infection on your computer. Immediate action is required to prevent data loss. Please call our toll-free helpline: 1-800-824-3843 for assistance.",1
📢 Special Promo: Get 86% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 81% discount. Click the link below to grab your deal before stocks run out!,1
🎉 You Have Won 280897! Claim Now!,"Dear Lucky Winner, Congratulations! You have been selected as the lucky winner of our 942660 cash prize. To claim your prize, please provide your full name, contact number, and bank details. Act fast! This offer expires in 72 hours.",1
💼 Work from Home & Earn 3513 Per Week!,"Hello, We are offering a high-paying work-from-home opportunity where you can earn 1504 per week! No experience required. Just provide your full name, phone number, and a small $93 registration fee. Limited slots available! Apply now.",1
🔥 Hot Stock Alert! 828% Growth Potential!,Invest in the hottest stock of the year! Experts predict a 965% increase in just 10 months. Don’t miss out on this once-in-a-lifetime opportunity!,1
📢 Special Promo: Get 65% Off Luxury Watches!,Limited time offer! Get high-end luxury watches at an incredible 75% discount. Click the link below to grab your deal before stocks run out!,1
💰 Invest 4764 and Get 3322 in a Week!,Hey there! Looking for a 100% guaranteed investment return? Our crypto trading platform guarantees that an investment of 551 will turn into 3806 in just one week! Click here to invest now.,1
